company_names,cars_names,engines,horsepower,total_speed,performance0__100_km_h,cars_prices,fuel_types,seats,torque,engine_cc,battery_capacity_kwh
Nissan,Sunny California,1.6L Inline-4,110.0,170.0,11.0,18000.0,Petrol,5,140.0,1597.0,
Nissan,Patrol Warrior,5.6L V8,428.0,205.0,6.3,95000.0,Petrol,7,580.0,5552.0,
Nissan,Pathfinder Armada Platinum,5.6L V8,400.0,190.0,6.8,70000.0,Petrol,7,560.0,5552.0,
Nissan,Rogue Sport SL,2.0L Inline-4,141.0,190.0,9.0,32000.0,Petrol,5,195.0,1998.0,
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,204.0,190.0,8.0,46000.0,Hybrid,5,305.0,1497.0,
Nissan,Qashqai e-Power,1.5L Hybrid,187.0,200.0,7.5,40000.0,Hybrid,5,330.0,1497.0,
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,565.0,315.0,2.8,220000.0,Petrol,2,637.0,3799.0,
Nissan,Infiniti M45*,4.5L V8,325.0,250.0,5.8,50000.0,Petrol,5,451.0,4494.0,
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,400.0,250.0,4.5,75000.0,Petrol,5,475.0,2997.0,
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,389.0,200.0,5.1,70000.0,Electric,5,600.0,,87.0
Nissan,Patrol Legend Edition,5.6L V8,428.0,205.0,6.3,95000.0,Petrol,7,580.0,5552.0,
Nissan,Datsun 240Z (Classic),2.4L Inline-6,151.0,210.0,8.0,45000.0,Petrol,2,198.0,2393.0,
Nissan,100NX,1.6L Inline-4,110.0,185.0,9.6,18000.0,Petrol,4,135.0,1597.0,
Nissan,Cedric Special Edition,3.0L V6,250.0,225.0,8.5,60000.0,Petrol,5,330.0,2960.0,
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,300.0,250.0,5.9,55000.0,Petrol,4,384.0,2960.0,
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,250.0,240.0,5.6,35000.0,Petrol,4,300.0,1998.0,
Nissan,NV400,2.3L Inline-4 Diesel,135.0,150.0,15.0,40000.0,Diesel,3,360.0,2298.0,
Nissan,Titan Warrior,5.6L V8,400.0,180.0,7.0,55000.0,Petrol,5,560.0,5552.0,
Nissan,Caravan Coach,2.5L Inline-4 Diesel,127.0,140.0,14.0,30000.0,Diesel,7,260.0,2498.0,
Nissan,Serena e-Power,1.2L Hybrid,134.0,160.0,12.0,35000.0,Hybrid,7,320.0,1198.0,
Nissan,Elgrand,3.5L V6,280.0,200.0,8.5,50000.0,Petrol,7,344.0,3498.0,
Nissan,Datsun 510,1.6L Inline-4,96.0,175.0,10.2,25000.0,Petrol,4,135.0,1595.0,
Nissan,Prairie,2.0L Inline-4,120.0,175.0,11.0,18000.0,Petrol,5,170.0,1998.0,
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,230.0,225.0,6.0,30000.0,Petrol,5,280.0,1998.0,
Nissan,Almera Tino,1.8L Inline-4,114.0,180.0,12.5,15000.0,Petrol,5,160.0,1769.0,
Nissan,Lucino,1.6L Inline-4,115.0,185.0,10.5,12000.0,Petrol,5,150.0,1597.0,
Nissan,Rasheen,1.5L Inline-4,105.0,165.0,13.0,10000.0,Petrol,5,135.0,1497.0,
Nissan,Mistral,2.7L Turbo Diesel,125.0,160.0,12.5,25000.0,Diesel,7,260.0,2663.0,
Nissan,Patrol Y60,4.2L Inline-6,155.0,160.0,12.0,45000.0,Diesel,7,330.0,4169.0,
Nissan,X-Trail GT,2.0L Turbo Inline-4,280.0,215.0,6.4,38000.0,Petrol,5,310.0,1998.0,
Nissan,Terrano Regulus,3.3L V6,170.0,175.0,10.0,28000.0,Petrol,5,290.0,3275.0,
Nissan,President,4.5L V8,280.0,210.0,7.5,70000.0,Petrol,5,400.0,4494.0,
Nissan,Cima,4.1L V8,270.0,210.0,8.0,60000.0,Petrol,5,390.0,4130.0,
Nissan,Leopard J. Ferie,3.0L V6 Turbo,255.0,215.0,6.5,45000.0,Petrol,5,340.0,2960.0,
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,255.0,220.0,6.5,50000.0,Petrol,5,340.0,2960.0,
Nissan,Infiniti Q45*,4.5L V8,340.0,240.0,6.2,50000.0,Petrol,5,450.0,4494.0,
Nissan,Datsun 240Z,2.4L Inline-6,151.0,210.0,8.0,45000.0,Petrol,2,198.0,2393.0,
Nissan,280ZX,2.8L Inline-6,145.0,205.0,9.5,35000.0,Petrol,2,210.0,2753.0,
Nissan,Silvia S13,1.8L Turbo Inline-4,175.0,215.0,6.8,20000.0,Petrol,4,230.0,1809.0,
Nissan,200SX,2.0L Turbo Inline-4,200.0,225.0,7.0,25000.0,Petrol,4,260.0,1998.0,
Nissan,NX Coupe,1.8L Inline-4,140.0,200.0,9.0,18000.0,Petrol,4,180.0,1839.0,
Nissan,NV2500,4.0L V6,261.0,160.0,10.0,36000.0,Petrol,2,385.0,3954.0,
Nissan,NV3500,5.6L V8,375.0,170.0,9.0,42000.0,Petrol,2,525.0,5552.0,
Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,150.0,140.0,15.0,35000.0,Diesel,3,350.0,2953.0,
Porsche,Panamera,2.9L V6 Twin Turbo,330.0,270.0,5.6,88000.0,Petrol,4,450.0,2894.0,
Porsche,Panamera 4,2.9L V6 Twin Turbo,330.0,270.0,5.4,92000.0,Petrol,4,450.0,2894.0,
Porsche,Panamera 4S,2.9L V6 Twin Turbo,440.0,289.0,4.4,105000.0,Petrol,4,550.0,2894.0,
Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,620.0,315.0,3.1,180000.0,Petrol,4,820.0,3996.0,
Porsche,Panamera GTS,4.0L V8 Twin Turbo,473.0,300.0,3.9,130000.0,Petrol,4,620.0,3996.0,
Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,330.0,270.0,5.4,102000.0,Petrol,4,450.0,2894.0,
Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,455.0,280.0,4.4,115000.0,Hybrid (Petrol),4,700.0,,17.9
Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,455.0,280.0,4.4,120000.0,Hybrid (Petrol),4,700.0,,17.9
Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,690.0,315.0,3.2,190000.0,Hybrid (Petrol),4,870.0,,17.9
Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,330.0,270.0,5.6,95000.0,Petrol,4,450.0,2894.0,
Porsche,Cayenne,3.0L V6 Turbo,335.0,245.0,5.9,80000.0,Petrol,5,450.0,2995.0,
Porsche,Cayenne Coupe,3.0L V6 Turbo,335.0,245.0,6.0,85000.0,Petrol,5,450.0,2995.0,
Porsche,Cayenne S,2.9L V6 Twin Turbo,434.0,265.0,5.0,95000.0,Petrol,5,550.0,2894.0,
Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,541.0,286.0,4.0,130000.0,Petrol,5,770.0,3996.0,
Porsche,Cayenne GTS,4.0L V8 Twin Turbo,453.0,270.0,4.5,110000.0,Petrol,5,620.0,3996.0,
Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,670.0,295.0,3.6,170000.0,Hybrid (Petrol),5,900.0,,17.9
Porsche,Macan,2.0L I4 Turbo,261.0,232.0,6.2,60000.0,Petrol,5,400.0,1984.0,
Porsche,Macan S,2.9L V6 Twin Turbo,375.0,259.0,4.8,75000.0,Petrol,5,520.0,2894.0,
Porsche,Macan GTS,2.9L V6 Twin Turbo,434.0,272.0,4.5,85000.0,Petrol,5,550.0,2894.0,
Porsche,Macan T,2.0L I4 Turbo,261.0,232.0,6.2,65000.0,Petrol,5,400.0,1984.0,
Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,379.0,293.0,4.2,110000.0,Petrol,4,450.0,2981.0,
Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,443.0,308.0,3.5,131300.0,Petrol,4,528.0,2981.0,
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,379.0,293.0,4.2,106500.0,Petrol,4,450.0,2981.0,
Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,443.0,306.0,3.4,113300.0,Petrol,4,528.0,2981.0,
Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,379.0,289.0,4.4,121300.0,Petrol,4,450.0,2981.0,
Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,572.0,320.0,2.7,197200.0,Petrol,4,750.0,3745.0,
Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,640.0,330.0,2.6,230400.0,Petrol,4,800.0,3745.0,
Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,502.0,318.0,3.4,161100.0,Petrol,2,469.0,3996.0,
Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,518.0,296.0,3.2,241300.0,Petrol,2,465.0,3996.0,
Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,473.0,240.0,3.4,222000.0,Petrol,2,570.0,2981.0,
Porsche,Taycan,Dual Electric Motors,402.0,230.0,5.4,86700.0,Electric,4,344.0,,79.2
Porsche,Taycan 4S,Dual Electric Motors,522.0,250.0,4.0,103800.0,Electric,4,640.0,,79.2
Porsche,Taycan Turbo,Dual Electric Motors,670.0,260.0,3.2,150900.0,Electric,4,850.0,,93.4
Porsche,Taycan Turbo S,Dual Electric Motors,750.0,260.0,2.8,185000.0,Electric,4,1050.0,,93.4
Porsche,Taycan GTS,Dual Electric Motors,590.0,250.0,3.5,132750.0,Electric,4,850.0,,93.4
Porsche,Taycan Cross Turismo,Dual Electric Motors,469.0,220.0,4.8,97700.0,Electric,5,500.0,,93.4
Porsche,Taycan Sport Turismo,Dual Electric Motors,509.0,240.0,4.1,104000.0,Electric,5,650.0,,79.2
Porsche,718 Cayman,2.0L Turbocharged Flat-4,300.0,275.0,4.9,63400.0,Petrol,2,380.0,1988.0,
Porsche,718 Cayman S,2.5L Turbocharged Flat-4,350.0,285.0,4.4,75400.0,Petrol,2,420.0,2497.0,
Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,414.0,302.0,4.2,100200.0,Petrol,2,420.0,3995.0,
Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,493.0,315.0,3.2,141700.0,Petrol,2,450.0,3996.0,
Porsche,718 Boxster,2.0L Turbo Flat-4,300.0,275.0,4.9,65500.0,Petrol,2,380.0,1988.0,
Porsche,718 Boxster T,2.0L Turbo Flat-4,300.0,275.0,4.7,69600.0,Petrol,2,380.0,1988.0,
Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,394.0,293.0,4.3,90300.0,Petrol,2,430.0,3995.0,
Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,414.0,301.0,4.1,98300.0,Petrol,2,420.0,3995.0,
Porsche,Panamera Base,2.9L Twin-Turbo V6,325.0,265.0,5.6,92300.0,Petrol,4,450.0,2894.0,
Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,462.0,280.0,4.4,113300.0,Hybrid,4,700.0,2894.0,
Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,325.0,265.0,5.5,101400.0,Petrol,4,450.0,2894.0,
Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,690.0,315.0,3.2,200200.0,Hybrid,4,870.0,3996.0,
Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,560.0,295.0,3.7,128900.0,Hybrid,4,750.0,2894.0,
Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,325.0,265.0,5.6,98300.0,Petrol,4,450.0,2894.0,
Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,473.0,300.0,3.9,136900.0,Petrol,4,620.0,3996.0,
Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,550.0,306.0,3.8,175200.0,Petrol,4,770.0,3996.0,
Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,570.0,310.0,3.8,290000.0,Petrol,4,800.0,3996.0,
Porsche,Panamera 4S ,2.9L Twin-Turbo V6,443.0,289.0,4.1,105000.0,Petrol,4,550.0,2894.0,
Porsche,Macan Base,2.0L Turbo Inline-4,265.0,232.0,6.4,58000.0,Petrol,5,400.0,1984.0,
Porsche,Macan T,2.0L Turbo Inline-4,265.0,233.0,6.2,63000.0,Petrol,5,400.0,1984.0,
Porsche,Macan S,2.9L Twin-Turbo V6,375.0,259.0,4.6,70400.0,Petrol,5,520.0,2894.0,
Porsche,Macan GTS,2.9L Twin-Turbo V6,434.0,272.0,4.3,82900.0,Petrol,5,550.0,2894.0,
Porsche,Macan EV ,Dual Electric Motors,603.0,240.0,4.0,85000.0,Electric,5,750.0,,95.0
Porsche,Cayenne Base,3.0L Turbocharged V6,335.0,245.0,5.9,72200.0,Petrol,5,450.0,2995.0,
Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,455.0,253.0,4.8,91000.0,Hybrid,5,700.0,2995.0,
Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,434.0,263.0,4.7,94300.0,Petrol,4,550.0,2894.0,
Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,631.0,300.0,3.3,182150.0,Petrol,4,850.0,3996.0,
Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,335.0,245.0,5.8,79000.0,Petrol,5,450.0,2995.0,
Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,670.0,295.0,3.6,167800.0,Hybrid,4,900.0,3996.0,
Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,453.0,270.0,4.5,111200.0,Petrol,4,620.0,3996.0,
Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,262.0,221.0,7.3,69000.0,Diesel,5,580.0,2967.0,
Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,380.0,242.0,6.5,85500.0,Hybrid,5,580.0,2995.0,
Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,728.0,295.0,3.6,182900.0,Hybrid,4,950.0,3996.0,
Porsche,Taycan Base,Dual Electric Motors,321.0,230.0,5.4,86700.0,Electric,4,345.0,,79.2
Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,237.0,250.0,6.0,34395.0,Petrol,5,350.0,2000.0,
Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,325.0,260.0,4.9,46595.0,Petrol,5,500.0,2700.0,
Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,237.0,240.0,6.6,38195.0,Petrol,5,350.0,2000.0,
Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,360.0,250.0,4.6,50995.0,Petrol,5,550.0,3000.0,
Porsche,Taycan Cross Turismo 4,Dual Electric Motors,375.0,240.0,5.1,94800.0,Electric,4,500.0,,93.4
Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,590.0,250.0,3.8,139400.0,Electric,4,620.0,,93.4
Porsche,Taycan Sport Turismo Base,Dual Electric Motors,375.0,230.0,5.4,90500.0,Electric,4,500.0,,79.2
Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,590.0,250.0,3.7,136700.0,Electric,4,620.0,,93.4
Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,750.0,260.0,2.9,190000.0,Electric,4,1050.0,,93.4
Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,379.0,293.0,4.2,106100.0,Petrol,4,450.0,2981.0,
Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,443.0,304.0,3.9,129900.0,Petrol,4,530.0,2981.0,
Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,379.0,293.0,4.4,113300.0,Petrol,4,450.0,2981.0,
Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,473.0,311.0,3.3,137000.0,Petrol,4,570.0,2981.0,
Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,473.0,307.0,3.5,157300.0,Petrol,4,570.0,2981.0,
Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,572.0,320.0,2.9,184100.0,Petrol,4,750.0,3745.0,
Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,640.0,330.0,2.7,207000.0,Petrol,4,800.0,3745.0,
Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,502.0,318.0,3.9,170000.0,Petrol,2,470.0,3996.0,
Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,525.0,296.0,3.2,223800.0,Petrol,2,465.0,3996.0,
Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,473.0,240.0,3.4,222000.0,Petrol,4,570.0,2981.0,
Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,473.0,311.0,3.2,145300.0,Petrol,4,570.0,2981.0,
Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,379.0,289.0,4.3,135500.0,Petrol,4,450.0,2981.0,
Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,607.0,330.0,2.9,258000.0,Petrol,4,750.0,3745.0,
Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,700.0,340.0,2.8,293200.0,Petrol,2,750.0,3745.0,
Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,510.0,290.0,3.4,245000.0,Petrol,1,470.0,3996.0,
Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,500.0,315.0,3.4,222000.0,Petrol,2,450.0,3996.0,
Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,515.0,296.0,3.1,750000.0,Petrol,1,480.0,4194.0,
Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,379.0,293.0,4.4,116000.0,Petrol,4,450.0,2981.0,
Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,572.0,318.0,3.0,191300.0,Petrol,4,750.0,3745.0,
Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,473.0,240.0,3.5,233000.0,Petrol,4,570.0,2981.0,
Tata Motors,Tiago,1.2L Revotron 3-cylinder Petrol,86.0,170.0,13.0,8200.0,Petrol,5,113.0,1199.0,
Tata Motors,Tiago EV,Permanent Magnet Synchronous,74.0,120.0,5.7,11000.0,Electric,5,114.0,,24.0
Tata Motors,Altroz - 1.2L Revotron Petrol,1.2L Revotron Petrol,86.0,,12.0,10400.0,Petrol,5,156.5,1199.0,
Tata Motors,Altroz - 1.5L Diesel,1.5L Diesel,89.0,,12.0,10400.0,Diesel,5,156.5,1497.0,
Tata Motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,86.0,170.0,12.5,11300.0,Petrol,5,113.0,1199.0,
Tata Motors,Altroz iTurbo,1.2L Turbocharged Petrol,110.0,180.0,10.0,12000.0,Petrol,5,140.0,1199.0,
Tata Motors,Altroz CNG,1.2L Revotron Bi-Fuel,86.0,165.0,12.0,11800.0,CNG/Petrol,5,113.0,1199.0,
Tata Motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,86.0,170.0,13.5,9200.0,Petrol,5,113.0,1199.0,
Tata Motors,Nano GenX,624cc MPFI,37.0,105.0,29.0,4000.0,Petrol,4,51.0,624.0,
Tata Motors,Indica eV2,1.4L CR4 Diesel,70.0,155.0,16.0,6200.0,Diesel,5,140.0,1396.0,
Tata Motors,Indica V2 Xeta,1.2L MPFI Petrol,65.0,140.0,16.0,5000.0,Petrol,5,100.0,1193.0,
Tata Motors,Tigor,1.2L Revotron 3-cylinder Petrol,86.0,170.0,13.0,9400.0,Petrol,5,113.0,1199.0,
Tata Motors,Tigor EV,Permanent Magnet Synchronous,74.0,120.0,5.7,14500.0,Electric,5,114.0,,26.0
Tata Motors,Zest - 1.3L Quadrajet Diesel,1.3L Quadrajet Diesel,75.0,,15.0,8700.0,Diesel,5,190.0,1248.0,
Tata Motors,Zest - 1.2L Revotron Petrol,1.2L Revotron Petrol,90.0,,15.0,8700.0,Petrol,5,140.0,1199.0,
Tata Motors,Indigo eCS,1.4L CR4 Diesel,70.0,155.0,16.5,6500.0,Diesel,5,140.0,1396.0,
Cadillac,Escalade,6.2L V8 Gasoline,420.0,210.0,6.8,79295.0,Petrol,7,624.0,6200.0,
Tata Motors,Indigo Marina,1.4L CR4 Diesel,70.0,,17.0,8300.0,Diesel/Petrol,5,135.0,1396.0,
Tata Motors,Manza - 1.3L Quadrajet Diesel,1.3L Quadrajet Diesel,75.0,,14.0,9000.0,Diesel,5,200.0,1248.0,
Tata Motors,Manza - 1.4L Petrol,1.4L Petrol,90.0,,14.0,9000.0,Petrol,5,115.0,1368.0,
Tata Motors,Indigo LX,1.4L CR4 Diesel,70.0,150.0,17.0,7000.0,Diesel,5,140.0,1396.0,
Tata Motors,Indigo GLX,1.4L MPFI Petrol,85.0,160.0,15.0,7200.0,Petrol,5,115.0,1396.0,
Cadillac,Escalade ESV,6.2L V8 Gasoline,420.0,205.0,6.9,82295.0,Petrol,7,624.0,6200.0,
Tata Motors,Nexon - 1.2L Turbo Petrol,1.2L Turbo Petrol,118.0,,10.0,14000.0,Petrol,5,215.0,1199.0,
Tata Motors,Nexon - 1.5L Diesel,1.5L Diesel,110.0,,10.0,14000.0,Diesel,5,215.0,1497.0,
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,143.0,140.0,9.0,25000.0,Electric,5,250.0,,40.5
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,168.0,180.0,11.0,23000.0,Diesel,5,350.0,1956.0,
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,168.0,180.0,11.0,25500.0,Diesel,7,350.0,1956.0,
Tata Motors,Punch,1.2L Revotron Petrol,86.0,160.0,16.0,10500.0,Petrol,5,113.0,1199.0,
Tata Motors,Hexa,2.2L Varicor Diesel,154.0,180.0,12.0,20000.0,Diesel,7,400.0,2179.0,
Tata Motors,Aria,2.2L Dicor Diesel,138.0,162.0,13.0,19000.0,Diesel,7,320.0,2179.0,
Tata Motors,Sumo Gold,3.0L CR4 Diesel,85.0,125.0,17.6,15000.0,Diesel,7,250.0,2956.0,
Tata Motors,Sumo Grande,2.2L Dicor Diesel,118.0,140.0,15.0,16500.0,Diesel,7,250.0,2179.0,
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,129.0,120.0,9.4,22000.0,Electric,5,245.0,,30.2
Tesla,Model S,Dual Electric Motors,670.0,250.0,3.1,88490.0,Electric,5,967.0,,100.0
Tesla,Model S Plaid,Tri Electric Motors,1020.0,322.0,2.1,108490.0,Electric,5,1400.0,,100.0
Tesla,Model 3,Single Electric Motor (RWD),283.0,225.0,5.8,40240.0,Electric,5,420.0,,60.0
Tesla,Model 3 Performance,Dual Electric Motors (AWD),450.0,261.0,3.1,53240.0,Electric,5,660.0,,82.0
Tesla,Model X,Dual Electric Motors (AWD),670.0,250.0,3.8,98490.0,Electric,7,967.0,,100.0
Tesla,Model X Plaid,Tri Electric Motors,1020.0,262.0,2.6,113490.0,Electric,6,1400.0,,100.0
Tesla,Model Y,Single Electric Motor (RWD),346.0,217.0,5.0,47490.0,Electric,5,498.0,,75.0
Tesla,Model Y Long Range,Dual Electric Motors (AWD),384.0,217.0,4.8,50490.0,Electric,5,559.0,,82.0
Tesla,Cybertruck,Tri Electric Motors,800.0,209.0,2.9,69900.0,Electric,6,1355.0,,200.0
Tesla,Roadster 2,Quad Electric Motors,1288.0,402.0,1.9,200000.0,Electric,4,10000.0,,200.0
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,285.0,180.0,6.8,35195.0,Petrol,4,353.0,3600.0,
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,270.0,180.0,7.1,42100.0,Petrol,4,400.0,2000.0,
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,293.0,209.0,7.0,41530.0,Petrol,5,352.0,3600.0,
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,293.0,209.0,7.2,43530.0,Petrol,7,352.0,3600.0,
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,180.0,195.0,8.5,37695.0,Petrol,5,230.0,2400.0,
Jeep,Compass,2.0L Turbo Gasoline,200.0,200.0,7.8,31590.0,Petrol,5,320.0,2000.0,
Jeep,Renegade,1.3L Turbo I4 Gasoline,177.0,200.0,8.7,28345.0,Petrol,5,285.0,1300.0,
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,285.0,177.0,8.1,38775.0,Petrol,5,353.0,3600.0,
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,392.0,190.0,7.4,63595.0,Petrol,8,548.0,5700.0,
Jeep,Grand Wagoneer,6.4L V8 Gasoline,471.0,190.0,6.0,91495.0,Petrol,8,617.0,6400.0,
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,375.0,210.0,6.0,59865.0,Hybrid,5,637.0,,17.3
Jeep,Wrangler 4xe,2.0L Turbo PHEV,375.0,180.0,6.4,50695.0,Hybrid,5,637.0,,17.3
Jeep,Compass 4xe,1.3L Turbo PHEV,240.0,200.0,7.3,46500.0,Hybrid,5,270.0,,11.4
Jeep,Renegade 4xe,1.3L Turbo PHEV,240.0,200.0,7.5,44500.0,Hybrid,5,270.0,,11.4
Mazda,Mazda2,1.5L 4-Cylinder,108.0,180.0,10.2,18500.0,Petrol,5,142.0,1500.0,
Jeep,Wagoneer S (Electric),Dual Electric Motors,600.0,177.0,4.5,80000.0,Electric,5,850.0,,100.0
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,285.0,177.0,8.6,51570.0,Petrol,5,353.0,3600.0,
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,357.0,190.0,7.3,66575.0,Petrol,5,529.0,5700.0,
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,271.0,195.0,7.6,41295.0,Petrol,5,324.0,3200.0,
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,470.0,160.0,4.5,82495.0,Petrol,4,637.0,6400.0,
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,235.0,220.0,7.6,37490.0,Petrol,5,350.0,2000.0,
Cadillac,XT5,3.6L V6 Gasoline,310.0,210.0,6.5,44195.0,Petrol,5,366.0,3600.0,
Cadillac,XT6,3.6L V6 Gasoline,310.0,210.0,6.9,48595.0,Petrol,7,366.0,3600.0,
Cadillac,Lyriq EV,Single Electric Motor,340.0,190.0,5.7,58590.0,Electric,5,440.0,,100.0
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,682.0,200.0,4.4,149990.0,Petrol,7,885.0,6200.0,
Cadillac,Escalade Platinum,6.2L V8 Gasoline,420.0,210.0,6.8,104595.0,Petrol,7,624.0,6200.0,
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,668.0,320.0,3.4,92000.0,Petrol,5,893.0,6200.0,
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,472.0,290.0,3.9,60495.0,Petrol,5,603.0,3600.0,
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,235.0,220.0,7.4,41390.0,Petrol,5,350.0,2000.0,
Cadillac,XT5 Sport,3.6L V6 Gasoline,310.0,210.0,6.5,51095.0,Petrol,5,366.0,3600.0,
Cadillac,XT6 Sport,3.6L V6 Gasoline,310.0,210.0,6.9,57095.0,Petrol,7,366.0,3600.0,
Cadillac,Lyriq Launch Edition,Single Electric Motor,340.0,190.0,5.7,59990.0,Electric,5,440.0,,100.0
Cadillac,Lyriq EV Premium,Dual Electric Motors,500.0,210.0,4.5,64990.0,Electric,5,620.0,,100.0
